Unnamed: 0.1,brand,name,price,spec_rating,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,resolution_width,resolution_height,OS,warranty,ram_gb,storage_gb,cpu_score,gpu_class,touchscreen,weight_kg
237,HP,Victus 15-fb1002AX Gaming Laptop,10656000,70,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,75,4,0,2.0
238,HP,Pavilion Plus ‎16-ab0456TX Laptop,23999808,76,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,1TB,SSD,6GB NVIDIA GeForce RTX 3050,16.0,2560.0,1600.0,Windows 11 OS,1,16.0,1.0,85,4,0,2.0
239,HP,Omen 16-XD0007ax Gaming Laptop,20158080,76,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 4050,16.1,1920.0,1080.0,Windows 11 OS,1,16.0,1.0,85,4,0,2.0
240,MSI,Katana 15 B12VGK-1295IN Gaming Laptop,26302080,72,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4070,15.6,1920.0,1080.0,Windows 11 OS,2,16.0,1.0,85,4,0,2.0
241,Lenovo,Legion Slim 5 82Y9009JIN Gaming Laptop,25342080,83,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16.0,2560.0,1600.0,Windows 11 OS,1,16.0,1.0,85,4,0,2.0
242,Lenovo,IdeaPad Slim 3 14ITL6 82H701N3IN Laptop,7006080,60,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,60,2,0,2.0
243,Asus,ROG Flow X13 GV302XV-MU016WS Gaming Laptop,36240384,75,7th Gen AMD Ryzen 9  7940HS,"Octa Core, 16 Threads",16GB,LPDDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,13.4,2560.0,1600.0,Windows 11 OS,1,16.0,1.0,95,4,0,2.0
244,HP,250 G9 7M657PA Laptop,7103808,60,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated,15.6,1366.0,768.0,Windows 11 OS,1,8.0,512.0,60,1,0,2.0
245,Lenovo,Yoga 7 82YL0095IN Laptop,17834880,75,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,1TB,SSD,Integrated Intel Iris Xe Graphics,14.0,2880.0,1800.0,Windows 11 OS,1,16.0,1.0,75,2,0,2.0
246,Dell,Inspiron 7430 2 in 1 2023 Laptop,11134080,69,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8GB,LPDDR5,256GB,SSD,Intel UHD Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,8.0,256.0,60,2,0,2.0
248,HP,15s-fy5007TU Laptop,9983808,62,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,75,2,0,2.0
249,Lenovo,Yoga Slim 6 83E00006IN Laptop,15358080,69,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Integrated Iris Xe,14.0,1920.0,1200.0,Windows 11 OS,1,16.0,512.0,75,2,0,2.0
250,Lenovo,IdeaPad Flex 5 14IRU8 82Y00051IN Laptop,14762880,64,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4X,512GB,SSD,Intel Integrated Iris Xe,14.0,1920.0,1200.0,Windows 11 OS,1,16.0,512.0,75,2,0,2.0
251,Lenovo,IdeaPad 1 15ALC7 82R400BSIN Laptop,7255680,69,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,75,3,0,2.0
252,Acer,One 11 Z8-284 UN.013SI.033 Laptop,3454080,69,Intel Celeron N4500,"Dual Core, 2 Threads",8GB,DDR4,128GB,SSD,Intel Integrated UHD,11.6,1366.0,768.0,Windows 11 OS,1,8.0,128.0,40,2,0,2.0
253,HP,15s-fy5006TU Laptop,7486080,69,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,60,2,0,2.0
254,Lenovo,IdeaPad 3 15ITL6 82H803LJIN Laptop,8062080,63,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,75,2,0,2.0
255,Lenovo,IdeaPad Slim 5 82XD005RIN Laptop,13246080,69,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16GB,LPDDR5,512GB,SSD,Integrated Intel Iris Xe Graphics,14.0,1920.0,1200.0,Windows 11 OS,2,16.0,512.0,75,2,0,2.0
256,HP,Pavilion 14-dv2153TU Laptop,13438080,67,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,1TB,SSD,Intel Integrated Iris Xe,14.0,1920.0,1080.0,Windows 11 OS,1,16.0,1.0,75,2,0,2.0
257,Acer,TravelMate P2 TMP214-53 Business Laptop,10942080,65,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16GB,DDR4,1TB,SSD,Intel Integrated Iris Xe,14.0,1920.0,1080.0,Windows 11 OS,1,16.0,1.0,85,2,0,2.0
258,Asus,ROG Strix G15 G513RC-HN251WS Gaming Laptop,17278080,71,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,4GB NVIDIA GeForce RTX RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,1.0,85,4,0,2.0
259,MSI,Thin GF63 12UC-846IN Gaming Laptop,12094080,71,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,2,16.0,512.0,75,4,0,2.0
260,Lenovo,IdeaPad Slim 3 82RK00VWIN Laptop,7294080,69,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,60,2,0,2.0
261,Lenovo,IdeaPad Gaming 3 82SB00V4IN Laptop,11326080,60,6th Gen AMD Ryzen 5 6600H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,75,4,0,2.0
263,Lenovo,IdeaPad 1 15AMN7 82VG00EQIN Laptop,5182080,69,AMD Athlon 7120U,"Dual Core, 2 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon 610M Graphics,15.6,1366.0,768.0,Windows 11 OS,1,8.0,512.0,50,3,0,2.0
264,Asus,ROG Strix G16 2023 G614JJ-N3088WS Gaming Laptop,18238080,70,13th Gen Intel Core i5 13450HX,"10 Cores (6P + 4E), 16 Threads",16GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 3050,16.0,1920.0,1200.0,Windows 11 OS,1,16.0,1.0,75,4,0,2.0
265,Asus,ROG Strix G17 G713RC-HX109WS Gaming Laptop,16548288,71,6th Gen AMD Ryzen 7 6800H,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 3050,17.3,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,85,4,0,2.0
266,Chuwi,FreeBook Laptop,7294080,69,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",12GB,LPDDR4,512GB,SSD,Intel Integrated Intel UHD Graphics,13.5,2256.0,1504.0,Windows 11 OS,1,12.0,512.0,60,2,0,2.0
269,Lenovo,Legion Slim 7 16IRH8 82Y3007QIN Gaming Laptop,37438080,89,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16.0,3200.0,2000.0,Windows 11 OS,1,16.0,1.0,95,4,0,2.0
270,Lenovo,IdeaPad Gaming 3 15IHU6 82K101PBIN Laptop,9982080,67,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,75,4,0,2.0
271,Lenovo,IdeaPad Slim 3 82H803U0IN Laptop,6142080,69,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,256GB,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,256.0,60,2,0,2.0
272,Acer,Aspire 5 A515-58M NX.KHFSI.003 Gaming Laptop,8062080,69,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8GB,DDR5,512GB,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,60,2,0,2.0
273,Asus,VivoBook 15 X1500EA-EJ311W Laptop,6142080,69,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,256GB,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,256.0,60,2,0,2.0
274,Asus,Vivobook 15 X1504ZA-NJ542WS Laptop,9866880,60,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,2,0,2.0
275,HP,Pavilion 15-eg3018TU Laptop,14764800,69,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4-,1TB,SSD,Intel Integrated Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,1.0,75,2,0,2.0
276,HP,15s-fq3066TU Laptop,5354880,69,Intel Celeron N4500,"Dual Core, 2 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1366.0,768.0,Windows 11 OS,1,8.0,512.0,40,2,0,2.0
277,Lenovo,IdeaPad 3 82H803HRIN Laptop,10942080,60,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Integrated Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,85,2,0,2.0
278,Asus,Vivobook Pro 15 M6500QC-HN751WS Laptop,14206080,64,5th Gen AMD Ryzen 7 5800HS,"Octa Core, 16 Threads",16GB,DDR4,1TB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,1.0,85,4,0,2.0
279,HP,255 G9 841W6PA Laptop,4799808,69,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,1366.0,768.0,DOS 3.0 OS,1,8.0,512.0,60,3,0,2.0
280,HP,255 G8 7J035AA Laptop,6527808,69,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8GB,DDR4,256GB,SSD,AMD Radeon ,15.6,1920.0,1080.0,Windows 11  OS,1,8.0,256.0,75,3,0,2.0
281,Lenovo,IdeaPad Slim 5 16IAH8 83BG000PIN Laptop,11902080,63,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,LPDDR5,512GB,SSD,Intel UHD Graphics,16.0,1920.0,1200.0,Windows 11 OS,1,16.0,512.0,75,2,0,2.0
282,HP,Victus15-fb0147AX Gaming Laptop,9214080,62,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB AMD Radeon AMD Radeon RX 6500M,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,75,3,0,2.0
283,Asus,TUF Gaming F15  FX506HF-HN075W Gaming Laptop,10366080,66,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,75,4,0,2.0
284,HP,15S-EQ1550AU Laptop,6122880,69,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,60,3,0,2.0
285,Asus,Vivobook Pro 15 M6500QF-HN541WS Creator Laptop,11978880,63,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,4,0,2.0
286,Wings,Nuvobook Pro Laptop,9598080,69,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16GB,LPDDR4,512GB,SSD,Intel Graphics,14.0,1080.0,1920.0,Windows 11 OS,1,16.0,512.0,85,1,0,2.0
287,Wings,Nuvobook S1 Laptop,5758080,69,11th Gen Intel Core i3 1125G4,"Quad Core, 8 Threads",8GB,LPDDR4,256GB,SSD,Intel Graphics,15.6,1080.0,1920.0,Windows 11 OS,1,8.0,256.0,60,1,0,2.0
288,Infinix,INBook X3 Slim Series XL422 Laptop,9598080,69,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4X,512GB,SSD,Intel Integrated Iris Xe,14.0,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,85,2,0,2.0
289,Dell,Vostro 3430 Laptop,8350080,69,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,60,2,0,2.0
290,Dell,Inspiron 7430 2 in 1 Touch Laptop,18362880,60,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,16.0,1.0,75,2,0,2.0
291,HP,Omen 16-xf0060AX Gaming Laptop,24190080,80,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16.0,1920.0,1080.0,Windows 11 OS,1,16.0,1.0,85,4,0,2.0
292,HP,Pavilion 15-eg3017TU Laptop,14014080,63,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,1TB,SSD,Intel Integrated Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,1.0,75,2,0,2.0
293,MSI,Thin GF63 11UCX-1497IN Gaming Laptop,9214080,69,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,2,8.0,512.0,75,4,0,2.0
294,HP,Victus  15-fa1060TX  Gaming Laptop,19199808,71,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,4,0,2.0
295,Asus,Vivobook 15 X1504ZA-NJ325WS Laptop,7870080,69,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Integrated Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,60,2,0,2.0
297,Asus,Zenbook Flip 14 OLED UP5401ZA-KU741WS Laptop,18238080,75,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16GB,LPDDR5,512GB,SSD,Intel Integrated Iris Xe,14.0,3840.0,2400.0,Windows 11 OS,1,16.0,512.0,85,2,0,2.0
298,Asus,VivoBook 15 X1500EA-EJ326WS Laptop,7294080,69,11th Gen intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,60,2,0,2.0
299,Lenovo,LOQ 15IRH8 82XV00F4IN 2023 Gaming Laptop,14206080,69,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,4,0,2.0
300,Lenovo,LOQ 15APH8 82XT009CIN 2023 Gaming Laptop,21118080,75,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,8GB NVIDIA GeForce RTX 4060,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,85,4,0,2.0
301,Acer,Nitro 5 AN515-58 NH.QFHSI.008 Gaming Laptop,12671808,65,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,75,4,0,2.0
302,Acer,Aspire Lite AL15-51 2023 Laptop,6910080,69,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,75,1,0,2.0
303,Asus,Vivobook 15 X1504ZA-NJ321WS Laptop,7292160,69,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Integrated Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,60,2,0,2.0
306,MSI,Modern 15 B11M-061IN Laptop,7831488,63,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,2,0,2.0
307,Dell,Alienware M18 R1 2023 Gaming Laptop,86407488,83,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",64GB,LPDDR5,1TB,SSD,16GB NVIDIA GeForce RTX 4090,18.0,3200.0,1800.0,Windows 11 OS,1,64.0,1.0,95,4,0,2.0
308,Asus,Vivobook 14X K3405ZFB-KM752WS Laptop,17278080,75,12th Gen Intel Core i7 12650H ,"10 Cores (6P + 4E), 16 Threads",16GB,DDR4,1TB,SSD,4GB NVIDIA GeForce RTX 2050,14.0,2880.0,1800.0,Windows 11 OS,1,16.0,1.0,85,4,0,2.0
309,Acer,Aspire 5 15 A515-58M Gaming Laptop,10942080,60,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,512GB,SSD,4GB NVIDIA GeForce RTX2050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,4,0,2.0
310,Walker,NU14A1 Laptop,3262080,69,Intel Celeron  N4020,"Dual Core, 2 Threads",4GB,DDR4,128GB,SSD,Intel Integrated UHD Graphics,14.1,1920.0,1080.0,Windows 11 OS,1,4.0,128.0,40,2,0,2.0
311,Acer,Swift 3 OLED SF314-71 NX.K9PSI.003 Laptop,10558080,63,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8GB,LPDDR5,512GB,SSD,Intel Integrated Iris Xe,14.0,2880.0,1800.0,Windows 11 OS,1,8.0,512.0,75,2,0,2.0
312,Dell,Inspiron 14 5430 2023 Laptop,12864000,60,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,8.0,1.0,75,2,0,2.0
313,Lenovo,ThinkBook 15 21JF002CIN Laptop,6623808,69,7th Gen AMD Ryzen 3 7330U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon AMD,15.6,1920.0,1080.0,DOS OS,1,8.0,512.0,60,3,0,2.0
314,HP,Pavilion Plus ‎14-eh1047TU Laptop,20690496,71,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,14.0,2880.0,1800.0,Windows 11 OS,1,16.0,512.0,85,2,0,2.0
315,Dell,Inspiron 7430 2 in 1 Laptop,11806080,69,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8GB,LPDDR5,1TB,SSD,Intel UHD Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,8.0,1.0,60,2,0,2.0
316,HP,Pavilion Plus 14-eh1022TU Laptop,15454080,69,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14.0,2240.0,1400.0,Windows 11 OS,1,16.0,512.0,75,2,0,2.0
317,Lenovo,Ideapad Gaming 3 82SB00NXIN Laptop,11134080,69,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",16GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,4,0,2.0
318,MSI,Modern 14 C11M-029IN Laptop,7678080,62,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,14.0,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,2,0,2.0
319,Lenovo,Ideapad Flex 5i 14IAU7 82R70067IN Laptop,10366080,64,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,LPDDR4,512GB,SSD,Intel Integrated UHD,14.0,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,60,2,0,2.0
320,Dell,Inspiron 3535 Laptop,8544000,69,7th Gen Amd Ryzen 5 7520U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,75,3,0,2.0
321,HP,14-hr0000AU Laptop,9407808,60,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,14.0,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,3,0,2.0
322,HP,Envy 15-fe0032TU Laptop,22462080,70,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris X Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,1.0,85,2,0,2.0
323,Acer,Aspire 3 NX.KDESI.008 Laptop,5950080,69,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,DDR5,512GB,SSD,AMD Radeon AMD,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,60,3,0,2.0
324,Lenovo,IdeaPad Slim 3 82XQ008EIN Laptop,6487680,69,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon 610M Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,60,3,0,2.0
325,MSI,Thin GF63 11UCX-1476IN Gaming Laptop,9982080,72,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050 ,15.6,1920.0,1080.0,Windows 11 OS,2,16.0,512.0,75,4,0,2.0
326,Asus,Vivobook 15 X1504ZA-NJ521WS Laptop,8830080,69,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Integrated Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,75,2,0,2.0
327,MSI,Thin GF63 11UC-1475IN Gaming Laptop,9982080,70,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050 ,15.6,1920.0,1080.0,Windows 11 OS,2,8.0,512.0,75,4,0,2.0
328,Lenovo,V15 G3 IAP 82TTA00UIH Laptop,6547008,69,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,DOS OS,1,8.0,512.0,60,2,0,2.0
329,HP,Pavilion 15-EH3101AU Laptop,12595200,66,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Vega 8 Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,85,3,0,2.0
330,Lenovo,V15 G4 82YU00W6IN Laptop,5374080,69,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon Graphics,15.6,1920.0,1080.0,DOS OS,1,8.0,512.0,60,3,0,2.0
331,Lenovo,V14 G3 IAP Laptop,9022080,69,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,14.0,1920.0,1080.0,Windows 11 OS,1,8.0,512.0,75,2,0,2.0
332,Dell,‎G16-7630 2023 Gaming Laptop,31025280,78,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4060,16.0,2560.0,1600.0,Windows 11 OS,1,16.0,1.0,85,4,0,2.0
333,Dell,Inspiron 7430 IC7430FD64T001ORS1 Laptop,19006080,69,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,16.0,512.0,85,2,0,2.0
334,Lenovo,Legion 5 Pro 2023 Gaming Laptop,33214080,79,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32GB,DDR5,1TB,SSD,16GB NVIDIA GeForce RTX 4090,16.0,2560.0,1600.0,Windows 11 OS,1,32.0,1.0,85,4,0,2.0
335,Acer,One 14 Z8-415UN.599SI.009 Laptop,4990080,69,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,256GB,SSD,Intel Iris Xe Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,8.0,256.0,60,2,0,2.0
336,HP,Victus 15-fb0136AX Gaming Laptop,11902080,66,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,16.0,512.0,75,4,0,2.0
337,Asus,Zenbook 14X OLED 2023 UM5401QA-KM751WS Laptop,14782080,64,5th Gen AMD Ryzen 7 5800HS,"Octa Core, 16 Threads",16GB,LPDDR4X,1TB,SSD,AMD Radeon AMD,14.0,2880.0,1800.0,Windows 11 OS,1,16.0,1.0,85,3,0,2.0
